Serial No,Cement_kg_m3,Fly_Ash_kg_m3,GGBS_kg_m3,metakolin_kg_m3,TCM,Water_kg_m3,water/TCM,Sand_kg_m3,AGE,Compressive_Strength_MPa,Density,admixture,Coarse aggregate
4263,292.5,43.67,224.66,109.99,670.82,120.29,0.179,771.62,28,106.98,2511.95,18.22,931.0
4264,343.12,0.0,382.38,181.38,906.88,164.72,0.182,946.0,28,124.33,2297.27,30.15,249.52
4265,337.22,0.0,433.56,192.69,963.47,142.15,0.148,1039.1,28,133.46,2174.37,29.65,0.0
4266,336.68,0.0,490.8,206.87,1034.36,140.61,0.136,1005.07,28,149.8,2224.14,44.1,0.0
4267,219.04,93.81,94.03,10.54,417.43,152.97,0.366,707.25,14,43.016,2471.84,4.11,1190.07
4268,344.12,0.0,462.43,201.64,1008.19,147.29,0.146,1028.46,28,143.47,2220.62,36.68,0.0
4269,203.13,84.64,50.78,0.0,338.55,152.14,0.449,754.56,3,20.335,2430.8,2.32,1183.23
4270,295.9,46.02,224.7,110.19,676.82,145.99,0.216,819.22,28,106.4,2598.42,18.56,937.82
4271,316.19,29.23,269.42,131.79,746.64,127.85,0.171,862.67,28,112.17,2522.79,21.14,764.48
4272,343.67,0.0,441.86,196.38,981.9,143.93,0.147,1063.53,28,133.24,2222.81,33.45,0.0
4273,207.42,86.43,51.86,0.0,345.71,157.7,0.456,753.11,3,27.852,2499.67,3.1,1240.05
4274,337.53,0.0,370.17,176.92,884.62,150.93,0.171,951.63,28,123.69,2051.16,25.29,38.69
4275,291.15,43.26,223.9,109.6,667.91,136.1,0.204,830.46,14,107.046,2597.3,16.08,946.76
4276,350.7,0.0,450.91,200.4,1002.01,157.16,0.157,981.42,28,136.8,2174.07,33.49,0.0
4277,194.71,81.13,48.68,0.0,324.51,140.11,0.432,723.2,3,12.762,2439.02,2.73,1248.47
4278,204.6,85.25,51.15,0.0,341.01,149.61,0.439,747.19,7,22.733,2435.94,3.22,1194.91
4279,223.54,93.51,101.53,14.84,433.42,157.87,0.364,683.67,14,46.849,2455.88,4.87,1176.04
4280,254.92,81.22,141.35,50.87,528.36,148.06,0.28,738.18,28,68.76,2601.04,9.89,1176.55
4281,191.17,79.65,47.79,0.0,318.62,152.88,0.48,718.63,3,11.731,2383.25,2.8,1190.33
4282,213.15,90.47,58.28,0.0,361.9,153.28,0.424,729.22,7,32.206,2472.12,3.47,1224.26
4283,253.04,85.45,133.95,43.55,515.98,165.91,0.322,745.57,14,64.219,2601.69,6.82,1167.41
4284,263.65,62.34,175.77,84.13,585.89,134.37,0.229,782.88,28,97.866,2541.16,12.82,1025.21
4285,320.34,25.51,279.53,137.21,762.59,133.0,0.174,882.16,3,47.208,2489.19,19.96,691.48
4286,205.84,85.77,51.46,0.0,343.07,140.12,0.408,761.63,7,29.16,2408.62,2.25,1161.56
4287,315.07,23.44,277.56,136.44,752.51,145.76,0.194,845.37,14,100.418,2479.69,22.55,713.5
4288,249.85,78.25,141.4,52.17,521.66,164.96,0.316,730.14,28,70.351,2552.38,10.16,1125.46
4289,194.97,81.24,48.74,0.0,324.96,154.93,0.477,778.08,3,14.957,2431.79,1.94,1171.88
4290,214.15,90.32,56.82,0.0,361.29,160.26,0.444,761.58,7,31.452,2466.9,2.24,1181.52
4291,245.63,91.79,122.81,31.02,491.25,178.45,0.363,705.74,14,54.835,2566.58,6.83,1184.3
4292,258.31,80.92,146.29,53.95,539.47,159.77,0.296,720.19,28,70.39,2507.14,9.51,1078.21
4293,192.7,80.29,48.18,0.0,321.17,153.9,0.479,764.76,3,9.608,2439.52,1.9,1197.79
4294,209.6,87.33,52.4,0.0,349.34,154.9,0.443,700.28,7,26.966,2393.8,2.71,1186.57
4295,336.28,0.0,432.36,192.16,960.79,137.18,0.143,995.26,28,132.32,2128.69,35.45,0.0
4296,220.8,97.3,71.11,0.0,389.21,164.79,0.423,705.4,28,36.54,2498.59,2.66,1236.54
4297,344.15,0.0,442.47,196.65,983.27,147.71,0.15,1095.0,28,138.22,2261.58,35.58,0.0
4298,223.95,101.33,80.03,0.0,405.31,167.84,0.414,788.11,7,38.667,2568.27,3.39,1203.63
4299,248.95,85.06,130.48,41.42,505.91,179.94,0.356,720.28,14,61.481,2540.72,7.83,1126.76
4300,335.11,0.0,430.86,191.49,957.47,140.63,0.147,955.71,28,130.85,2089.82,36.01,0.0
4301,207.38,86.41,51.84,0.0,345.63,160.62,0.465,795.42,3,23.333,2548.11,2.38,1244.05
4302,285.88,49.21,210.49,103.67,649.25,141.06,0.217,772.43,7,75.754,2503.98,15.27,925.97
4303,258.56,82.53,154.11,55.02,550.23,163.23,0.297,775.12,14,72.214,2585.02,8.37,1088.08
4304,281.07,56.43,195.77,97.22,630.49,136.37,0.216,818.86,28,102.1,2528.28,14.74,927.81
4305,204.8,85.34,51.2,0.0,341.34,151.48,0.444,717.53,3,21.109,2371.8,2.49,1158.96
4306,227.27,95.14,103.06,14.97,440.44,174.26,0.396,731.1,7,44.696,2567.45,5.69,1215.97
4307,340.28,0.0,363.69,175.99,879.96,153.3,0.174,901.36,28,122.66,2088.18,23.56,129.99
4308,329.45,17.73,301.08,148.77,797.03,157.25,0.197,825.01,28,115.55,2394.8,21.14,594.37
4309,198.7,82.79,49.68,0.0,331.17,153.04,0.462,788.21,3,18.689,2429.22,2.78,1154.02
4310,317.8,26.99,274.61,134.61,754.01,148.46,0.197,840.09,28,112.84,2511.97,19.59,749.83
4311,227.92,94.67,105.21,16.37,444.17,168.59,0.38,704.55,14,47.373,2496.07,4.35,1174.41
4312,343.35,0.0,461.64,201.25,1006.24,153.73,0.153,1025.55,28,143.51,2216.95,31.44,0.0
4313,194.42,81.01,48.61,0.0,324.04,158.84,0.49,771.12,3,14.053,2492.0,1.94,1236.06
4314,336.17,0.0,417.37,188.38,941.92,154.53,0.164,943.36,7,95.829,2119.14,34.49,44.84
4315,225.14,96.73,95.88,10.27,428.02,171.42,0.4,681.67,14,44.8,2486.02,5.29,1199.63
4316,256.54,80.48,145.84,53.65,536.5,159.28,0.297,753.49,28,70.61,2531.5,9.9,1072.34
4317,345.81,0.0,444.62,197.61,988.04,156.94,0.159,998.35,3,64.151,2179.86,36.52,0.0
4318,344.04,0.0,475.52,204.89,1024.45,156.5,0.153,955.75,7,88.531,2179.1,42.4,0.0
4319,251.71,89.64,127.14,36.64,505.13,160.55,0.318,729.21,14,60.846,2551.58,5.98,1150.71
4320,328.22,0.0,413.31,185.38,926.92,145.68,0.157,935.95,28,129.18,2098.09,27.6,61.94
4321,343.94,0.43,343.25,171.58,859.2,140.06,0.163,875.26,3,50.262,2643.87,24.23,745.11
4322,212.9,91.97,63.0,0.0,367.87,159.4,0.433,799.3,7,34.252,2498.17,3.29,1168.32
4323,258.63,82.53,154.01,55.02,550.19,150.13,0.273,779.3,14,73.307,2618.15,9.05,1129.49
4324,355.67,0.0,464.2,204.97,1024.84,155.16,0.151,1054.34,28,141.18,2270.73,36.39,0.0
4325,199.16,82.98,49.79,0.0,331.93,158.68,0.478,785.47,3,20.491,2443.34,2.27,1164.99
4326,227.04,97.04,97.95,11.29,433.31,177.9,0.411,713.68,7,45.209,2550.98,4.5,1221.6
4327,253.88,80.94,150.81,53.96,539.59,155.93,0.289,778.03,14,73.164,2602.53,9.78,1119.21
4328,309.23,27.27,265.59,130.07,732.17,124.51,0.17,837.16,28,112.55,2246.11,21.63,530.64
4329,332.29,0.0,427.23,189.88,949.41,150.01,0.158,1088.04,28,131.73,2218.65,31.2,0.0
4330,339.98,0.0,399.1,184.77,923.85,156.23,0.169,991.3,28,126.4,2129.91,27.12,31.4
4331,254.7,83.08,160.71,55.39,553.88,171.43,0.31,749.57,14,75.005,2604.49,9.82,1119.78
4332,342.9,0.0,445.15,197.01,985.06,137.83,0.14,1018.29,28,140.76,2178.54,37.35,0.0
4333,194.74,81.14,48.69,0.0,324.57,140.87,0.434,745.41,3,16.205,2406.47,2.74,1192.88
4334,219.43,96.53,70.15,0.0,386.11,169.36,0.439,707.35,7,36.339,2435.03,3.06,1169.16
4335,314.03,20.92,280.57,138.19,753.71,137.22,0.182,804.31,14,98.96,2264.61,22.41,546.97
4336,262.39,78.37,174.93,67.41,583.1,143.83,0.247,725.75,28,87.8,2484.51,12.18,1019.64
4337,197.38,82.24,49.35,0.0,328.97,146.55,0.445,712.42,3,15.929,2434.87,2.55,1244.38
4338,339.92,0.0,351.15,172.77,863.84,146.99,0.17,922.28,28,121.3,2297.23,25.64,338.49
4339,339.67,1.86,336.69,168.16,846.39,163.12,0.193,825.78,28,119.56,2565.09,22.84,706.96
4340,260.71,70.12,173.81,74.72,579.36,124.82,0.215,751.04,28,92.99,2446.1,14.03,976.85
4341,193.41,80.59,48.35,0.0,322.36,141.15,0.438,776.32,3,15.734,2416.32,2.36,1174.14
4342,211.61,88.17,52.9,0.0,352.68,155.98,0.442,799.99,7,27.571,2548.49,2.89,1236.95
4343,237.93,91.16,118.96,27.81,475.85,173.97,0.366,746.97,14,53.909,2553.64,5.68,1151.17
4344,338.25,0.0,383.74,180.5,902.48,149.83,0.166,946.64,28,125.04,2255.58,26.32,230.31
4345,210.01,87.51,52.5,0.0,350.02,150.04,0.429,784.62,3,26.973,2470.1,3.43,1181.98
4346,342.24,0.0,473.4,203.91,1019.55,145.83,0.143,1006.97,28,145.73,2209.1,36.76,0.0
4347,285.79,50.43,208.71,102.92,647.85,135.75,0.21,785.18,14,99.075,2516.63,16.27,931.58
4348,335.99,0.0,431.99,191.99,959.97,146.14,0.152,956.32,28,133.91,2092.5,30.07,0.0
4349,190.05,79.19,47.51,0.0,316.75,137.04,0.433,724.54,3,13.64,2395.83,2.0,1215.5
4350,322.28,23.72,284.33,139.79,770.12,125.1,0.162,879.13,7,81.965,2386.91,20.93,591.63
4351,341.52,0.0,457.42,199.74,998.68,155.08,0.155,1099.11,28,143.21,2286.65,33.78,0.0
4352,255.86,80.68,147.53,53.78,537.85,167.92,0.312,760.27,28,71.43,2544.8,9.32,1069.45
4353,343.29,0.0,441.38,196.17,980.84,141.24,0.144,951.5,28,132.99,2107.61,34.03,0.0
4354,283.29,50.65,205.97,101.63,641.54,140.49,0.219,813.79,28,104.21,2578.86,14.37,968.68
4355,275.92,57.01,189.93,94.49,617.36,121.44,0.197,756.6,28,101.53,2423.03,14.11,913.51
4356,342.28,0.0,440.07,195.59,977.94,149.89,0.153,1030.29,28,138.27,2192.56,34.44,0.0
4357,193.12,80.47,48.28,0.0,321.87,161.88,0.503,707.37,3,12.026,2343.51,1.76,1150.64
4358,348.71,0.0,487.52,209.06,1045.29,142.63,0.136,992.27,7,100.087,2217.42,37.23,0.0
4359,222.36,90.15,108.17,20.03,440.72,160.53,0.364,731.42,14,47.558,2567.56,5.14,1229.75
4360,286.94,46.13,215.8,105.97,654.84,139.52,0.213,829.35,28,105.91,2562.73,17.8,921.22
4361,199.68,83.2,49.92,0.0,332.8,151.54,0.455,744.04,3,22.26,2446.27,3.12,1214.78
4362,240.21,91.95,120.1,28.15,480.42,173.96,0.362,723.07,7,50.826,2540.89,5.23,1158.22
4363,253.96,76.75,169.31,64.35,564.36,123.62,0.219,731.28,14,84.181,2489.41,12.65,1057.48
4364,327.55,12.33,307.82,152.68,800.38,147.38,0.184,877.39,28,116.92,2640.21,22.76,792.31
4365,203.21,84.67,50.8,0.0,338.68,147.39,0.435,768.63,3,19.783,2475.6,2.79,1218.11
4366,218.05,96.47,71.35,0.0,385.86,158.66,0.411,770.01,7,36.436,2567.36,3.14,1249.68
4367,250.01,78.44,140.22,51.64,520.31,137.12,0.264,737.15,14,69.375,2513.39,7.91,1110.91
4368,325.49,15.22,301.13,149.04,790.9,146.24,0.185,821.57,28,116.15,2539.59,21.06,759.83
4369,339.57,0.0,369.9,177.37,886.84,153.07,0.173,912.39,28,123.42,2049.95,29.31,68.35
4370,213.81,94.81,70.62,0.0,379.24,170.45,0.449,770.38,7,37.241,2514.67,3.38,1191.22
4371,257.6,81.34,143.8,52.46,535.21,151.13,0.282,703.19,14,68.432,2520.98,8.26,1123.19
4372,339.17,0.0,361.06,175.06,875.29,145.06,0.166,901.17,28,122.5,2065.76,23.86,120.39
4373,283.76,49.0,208.72,102.81,644.28,143.71,0.223,797.32,28,104.79,2556.91,15.43,956.17
4374,220.06,96.73,70.13,0.0,386.91,170.41,0.44,775.75,7,35.376,2557.96,2.62,1222.27
4375,343.8,0.0,494.22,209.5,1047.52,139.34,0.133,1079.47,28,148.72,2298.08,31.75,0.0
4376,216.79,97.96,80.29,1.07,396.1,168.43,0.425,749.96,28,40.54,2539.48,2.8,1222.18
4377,199.29,83.04,49.82,0.0,332.15,142.2,0.428,758.27,3,20.021,2455.13,1.92,1220.6
4378,222.65,88.64,111.32,22.68,445.3,164.14,0.369,727.78,7,44.516,2542.24,5.81,1199.21
4379,251.39,82.06,167.59,57.6,558.64,169.62,0.304,780.06,14,81.55,2604.69,11.25,1085.11
4380,350.95,0.0,489.59,210.14,1050.68,154.64,0.147,1017.62,28,146.39,2257.94,34.99,0.0
4381,343.71,0.0,499.43,210.79,1053.93,140.22,0.133,1015.66,3,61.091,2243.14,33.33,0.0
4382,220.24,97.56,72.43,0.0,390.23,157.93,0.405,772.54,7,32.529,2494.43,3.5,1170.23
4383,249.36,86.63,128.81,39.43,504.23,173.96,0.345,719.94,14,62.194,2570.71,5.76,1166.82
4384,343.69,0.0,441.88,196.39,981.97,145.14,0.148,1024.84,28,137.56,2181.52,29.57,0.0
4385,200.77,83.65,50.19,0.0,334.61,156.94,0.469,718.51,3,23.361,2379.52,3.12,1166.34
4386,339.47,0.0,474.18,203.41,1017.05,151.83,0.149,1030.69,28,146.49,2230.17,30.59,0.0
4387,265.89,64.22,177.26,83.5,590.88,125.49,0.212,769.19,14,97.104,2498.76,12.09,1001.11
4388,230.6,89.74,115.3,25.56,461.19,174.68,0.379,745.24,28,52.71,2579.85,4.9,1193.84
4389,204.69,85.29,51.17,0.0,341.15,144.67,0.424,771.25,3,27.428,2507.33,2.96,1247.29
4390,250.59,80.33,138.29,49.3,518.51,156.64,0.302,731.69,7,68.358,2562.72,8.64,1147.23
4391,277.71,55.46,193.83,96.23,623.22,138.58,0.222,809.49,14,102.201,2505.28,13.23,920.75
4392,337.89,0.0,434.43,193.08,965.41,139.18,0.144,1040.94,28,131.46,2177.16,31.63,0.0
4393,199.44,83.1,49.86,0.0,332.4,161.12,0.485,774.37,3,16.205,2459.58,2.19,1189.5
4394,339.66,0.0,436.71,194.09,970.46,137.71,0.142,996.55,7,91.545,2136.34,31.61,0.0
4395,351.59,0.0,452.04,200.91,1004.53,147.26,0.147,991.35,14,120.066,2175.18,32.04,0.0
4396,340.61,0.0,496.08,209.17,1045.87,143.15,0.137,1011.7,28,149.73,2238.54,37.82,0.0
4397,190.12,79.22,47.53,0.0,316.87,152.42,0.481,779.83,3,7.241,2411.74,2.51,1160.11
4398,192.85,80.36,48.21,0.0,321.42,155.12,0.483,794.79,7,15.793,2505.18,1.91,1231.94
4399,212.76,88.65,53.19,0.0,354.6,152.85,0.431,761.06,14,28.504,2483.14,3.34,1211.29
4400,217.43,98.3,80.39,0.97,397.09,172.41,0.434,755.96,28,40.49,2512.78,2.83,1184.49
4401,198.26,82.61,49.56,0.0,330.43,141.04,0.427,796.52,3,19.386,2490.03,2.25,1219.8
4402,343.61,0.0,380.36,180.99,904.96,152.76,0.169,951.2,28,124.06,2401.82,30.62,362.27
4403,340.54,0.0,478.25,204.7,1023.49,144.49,0.141,1049.35,14,127.663,2251.2,33.88,0.0
4404,342.17,0.0,352.32,173.62,868.11,153.25,0.177,902.23,28,121.17,1970.62,25.41,21.62
4405,346.74,0.0,482.23,207.24,1036.21,149.74,0.145,1032.83,28,146.15,2252.45,33.67,0.0
4406,210.54,87.73,52.64,0.0,350.91,151.22,0.431,782.95,7,26.721,2537.41,2.52,1249.81
4407,221.22,92.53,100.51,14.72,428.98,168.5,0.393,748.14,14,46.861,2594.26,4.87,1243.77
4408,331.86,0.0,386.94,179.7,898.51,138.03,0.154,973.67,28,126.13,2199.9,27.07,162.62
4409,199.76,83.23,49.94,0.0,332.93,140.53,0.422,733.11,3,19.296,2393.9,2.94,1184.4
4410,222.05,94.2,97.58,12.35,426.18,157.62,0.37,734.79,7,43.885,2550.37,4.43,1227.35
4411,254.16,80.95,150.58,53.96,539.65,162.15,0.3,770.41,14,73.009,2537.91,8.89,1056.82
4412,335.84,0.0,418.33,188.54,942.72,136.0,0.144,921.14,28,128.75,2330.55,32.61,298.09
4413,278.79,50.78,201.39,99.47,630.44,135.06,0.214,825.14,3,51.248,2515.75,16.75,908.36
4414,219.56,98.99,81.87,1.49,401.9,169.91,0.423,764.46,7,39.856,2490.13,3.43,1150.44
4415,255.59,83.85,138.54,47.53,525.51,163.08,0.31,702.15,14,66.813,2564.88,7.62,1166.52
4416,334.16,0.0,429.64,190.95,954.74,149.67,0.157,1044.56,28,133.64,2185.57,36.59,0.0
4417,194.99,81.25,48.75,0.0,324.99,139.42,0.429,753.12,3,13.271,2443.3,2.72,1223.06
4418,220.09,96.84,88.04,5.87,410.83,156.99,0.382,777.26,7,42.858,2584.66,3.87,1235.71
4419,337.23,0.0,354.43,172.91,864.57,157.73,0.182,990.09,14,106.189,2169.79,27.31,130.1
4420,213.27,94.31,69.66,0.0,377.24,164.72,0.437,736.11,28,36.93,2433.38,3.37,1151.94
4421,193.71,80.71,48.43,0.0,322.85,163.1,0.505,779.06,3,13.377,2437.02,1.89,1170.13
4422,318.67,17.82,290.15,143.29,769.94,138.13,0.179,877.86,28,115.37,2397.31,21.59,589.8
4423,231.81,89.89,115.91,26.02,463.62,154.23,0.333,744.42,14,52.226,2562.2,5.93,1194.0
4424,250.44,83.13,165.22,55.42,554.21,160.17,0.289,736.05,28,79.37,2564.2,9.31,1104.45
4425,195.61,81.5,48.9,0.0,326.01,155.23,0.476,747.55,3,16.037,2387.89,2.19,1156.9
4426,208.88,87.03,52.22,0.0,348.14,152.53,0.438,730.04,7,28.914,2473.98,2.79,1240.47
4427,223.64,90.69,108.74,20.11,443.17,147.47,0.333,768.06,14,49.074,2587.74,6.16,1222.88
4428,297.99,40.42,234.53,114.43,687.37,117.81,0.171,753.23,28,108.24,2491.22,19.44,913.37
4429,339.72,4.34,332.77,165.95,842.78,156.27,0.185,872.02,28,118.97,2592.8,23.86,697.86
4430,222.41,90.98,106.17,18.55,438.11,165.19,0.377,771.24,7,41.044,2531.7,5.33,1151.82
4431,252.28,82.22,158.84,54.82,548.17,154.58,0.282,721.49,14,75.611,2491.05,10.22,1056.6
4432,269.81,61.45,179.87,88.44,599.58,139.36,0.232,785.47,28,99.17,2521.13,14.88,981.83
4433,341.57,0.0,439.16,195.18,975.91,141.64,0.145,1017.37,3,64.885,2164.39,29.48,0.0
4434,208.8,87.0,52.2,0.0,348.0,144.73,0.416,789.46,7,26.999,2528.04,2.17,1243.68
4435,338.99,5.08,330.86,164.92,839.86,155.14,0.185,811.01,14,106.605,2528.16,21.22,700.92
4436,258.92,81.17,146.91,54.11,541.11,165.99,0.307,764.29,28,70.5,2600.79,10.08,1119.32
4437,197.81,82.42,49.45,0.0,329.68,142.86,0.433,790.49,3,18.9,2447.29,2.99,1181.27
4438,220.34,89.05,107.9,20.37,437.65,145.85,0.333,763.21,7,42.769,2528.98,6.04,1176.23
4439,256.76,81.71,171.17,60.94,570.57,165.28,0.29,749.23,14,83.4,2502.51,11.5,1005.94
4440,287.36,46.17,216.16,106.14,655.83,139.63,0.213,810.04,28,105.92,2569.34,15.62,948.23
4441,201.39,83.91,50.35,0.0,335.64,141.3,0.421,786.3,3,23.184,2418.53,2.13,1153.16
4442,229.19,88.81,114.59,25.78,458.37,173.55,0.379,720.39,7,53.126,2511.35,5.04,1154.0
4443,252.08,78.15,168.05,61.89,560.17,146.5,0.262,783.99,14,81.441,2542.36,12.25,1039.45
4444,351.61,0.0,452.07,200.92,1004.6,143.85,0.143,966.59,28,137.61,2146.95,31.91,0.0
4445,188.08,78.37,47.02,0.0,313.47,156.9,0.501,746.45,3,11.617,2450.84,2.27,1231.74
4446,343.81,0.0,368.47,178.07,890.34,159.8,0.179,912.04,7,78.959,2352.43,26.27,363.98
4447,256.79,82.51,155.78,55.01,550.09,170.96,0.311,752.63,14,74.394,2601.39,10.2,1117.52
4448,349.6,0.0,449.48,199.77,998.84,151.04,0.151,988.62,28,139.22,2172.02,33.52,0.0
4449,341.19,0.0,464.27,201.37,1006.83,145.34,0.144,998.28,3,71.077,2184.11,33.66,0.0
4450,220.08,97.76,73.21,0.0,391.06,173.08,0.443,717.52,7,37.443,2477.04,2.94,1192.44
4451,255.52,80.1,144.98,53.4,534.0,142.52,0.267,756.45,14,70.502,2512.69,8.38,1071.34
4452,279.35,50.41,202.45,99.94,632.15,129.97,0.206,751.92,28,104.05,2495.9,16.65,965.2
4453,351.46,0.0,452.45,200.98,1004.89,141.66,0.141,1020.56,3,56.208,2207.15,40.04,0.0
4454,332.66,0.0,367.68,175.09,875.43,145.11,0.166,993.0,28,124.0,2290.94,27.15,250.26
4455,309.81,25.09,269.66,132.32,736.88,123.32,0.167,801.76,28,113.19,2371.61,20.49,689.16
4456,332.62,0.0,384.43,179.26,896.31,149.58,0.167,960.34,28,125.78,2057.96,29.13,22.6
4457,196.76,81.98,49.19,0.0,327.93,153.88,0.469,789.55,3,14.423,2508.84,2.45,1235.04
4458,220.54,98.21,74.09,0.0,392.84,176.4,0.449,795.64,7,32.889,2605.5,3.89,1236.73
4459,236.95,88.6,118.47,29.87,473.89,172.33,0.364,738.63,14,56.52,2564.26,4.92,1174.48
4460,250.79,85.86,131.22,41.48,509.34,176.24,0.346,735.01,28,63.81,2600.67,6.86,1173.23
4461,288.25,50.2,211.43,104.19,654.08,121.25,0.185,781.55,3,49.611,2509.83,17.42,935.52
4462,332.47,0.0,425.08,189.39,946.93,133.89,0.141,909.55,28,129.78,2096.42,28.45,77.6
4463,253.12,86.78,132.27,41.68,513.85,179.11,0.349,709.37,14,63.706,2576.19,7.56,1166.29
4464,347.34,0.0,504.7,213.01,1065.04,157.42,0.148,1076.72,28,149.55,2339.37,40.19,0.0
4465,329.41,0.0,403.63,183.26,916.3,147.71,0.161,927.08,28,128.1,2050.55,32.71,26.74
4466,227.14,95.7,101.46,13.83,438.14,153.34,0.35,703.99,7,42.906,2546.54,4.06,1247.02
4467,333.48,0.0,419.72,188.3,941.49,145.58,0.155,921.91,28,129.16,2432.56,29.99,393.59
4468,344.45,0.0,377.86,180.58,902.89,162.72,0.18,972.11,28,123.7,2095.07,24.4,32.95
4469,189.04,78.76,47.26,0.0,315.06,153.09,0.486,775.84,3,11.186,2405.08,2.38,1158.71
4470,227.15,97.73,96.39,10.11,431.38,167.92,0.389,755.16,7,38.913,2523.76,3.42,1165.89
4471,223.71,99.51,86.8,3.99,414.01,166.56,0.402,685.89,14,41.85,2503.59,3.08,1234.04
4472,343.66,0.0,458.94,200.65,1003.25,156.37,0.156,1004.01,28,142.98,2201.53,37.9,0.0
4473,190.54,79.39,47.63,0.0,317.56,150.82,0.475,755.42,3,8.42,2411.25,2.32,1185.13
4474,286.66,47.83,213.18,104.85,652.52,142.53,0.218,827.56,7,74.781,2543.75,15.06,906.09
4475,337.39,0.0,433.78,192.79,963.96,148.55,0.154,951.94,28,131.56,2101.28,36.82,0.0
4476,249.29,84.94,130.97,41.82,507.02,155.07,0.306,748.13,28,64.159,2569.34,6.99,1152.13
4477,199.09,82.95,49.77,0.0,331.81,146.84,0.443,728.46,3,17.189,2397.95,2.95,1187.89
4478,223.61,94.99,97.94,12.19,428.74,156.75,0.366,769.61,7,41.978,2545.19,5.45,1184.65
4479,258.38,83.2,157.61,55.46,554.65,172.86,0.312,774.72,14,72.75,2597.01,8.47,1086.32
4480,259.35,82.29,172.9,61.79,576.32,162.54,0.282,744.58,28,83.61,2541.85,11.85,1046.55
4481,336.34,0.0,377.57,178.48,892.38,158.28,0.177,984.57,28,124.62,2083.46,29.45,18.78
4482,203.09,84.62,50.77,0.0,338.48,153.81,0.454,749.32,7,21.688,2438.83,2.24,1194.97
4483,216.11,95.67,70.91,0.0,382.7,163.04,0.426,717.52,14,37.059,2493.24,3.13,1226.85
4484,349.95,0.0,449.93,199.97,999.85,147.98,0.148,1086.45,28,138.82,2269.33,35.05,0.0
4485,202.18,84.24,50.54,0.0,336.97,156.8,0.465,798.94,3,17.801,2491.91,1.96,1197.25
4486,218.37,97.82,75.09,0.0,391.28,175.48,0.448,733.14,7,38.382,2518.86,3.2,1215.76
4487,247.03,84.65,129.15,40.75,501.57,156.15,0.311,714.62,14,63.746,2510.21,6.22,1131.66
4488,280.56,57.77,193.4,96.2,627.93,138.35,0.22,779.17,28,101.6,2503.52,13.98,944.1
4489,195.55,81.48,48.89,0.0,325.92,138.55,0.425,755.95,3,17.755,2447.68,2.15,1225.11
4490,217.5,95.97,86.33,5.31,405.11,157.73,0.389,763.95,7,37.537,2558.28,3.49,1228.0
4491,257.18,85.95,137.32,45.55,526.0,152.86,0.291,719.6,14,65.182,2548.23,7.67,1142.1
4492,275.26,61.09,183.63,91.8,611.78,133.14,0.218,849.75,28,100.03,2586.21,14.07,977.47
4493,194.15,80.9,48.54,0.0,323.59,147.13,0.455,798.56,3,14.786,2492.4,2.34,1220.78
4494,216.02,94.1,66.29,0.0,376.41,159.01,0.422,798.39,7,35.221,2538.4,2.28,1202.31
4495,247.51,89.52,123.76,34.24,495.03,163.83,0.331,744.28,14,58.772,2607.96,5.0,1199.83
4496,349.98,0.0,456.25,201.56,1007.79,159.05,0.158,1038.6,28,141.09,2243.42,37.99,0.0
4497,192.13,80.06,48.03,0.0,320.22,150.88,0.471,766.92,3,11.618,2402.7,2.51,1162.16
4498,207.56,86.48,51.89,0.0,345.93,147.16,0.425,753.9,7,24.258,2403.26,3.11,1153.16
4499,253.36,79.72,141.79,52.0,526.87,167.67,0.318,729.92,14,68.376,2568.48,9.64,1134.38
4500,221.28,91.38,103.47,16.87,433.0,157.86,0.365,690.37,28,47.79,2437.28,5.78,1150.27
4501,189.83,79.1,47.46,0.0,316.38,144.01,0.455,701.12,3,11.675,2336.1,1.87,1172.72
4502,344.78,0.0,443.29,197.02,985.08,144.47,0.147,1035.32,7,88.493,2194.73,29.86,0.0
4503,347.07,0.0,446.24,198.33,991.64,140.75,0.142,1091.67,28,134.45,2259.72,35.65,0.0
4504,331.34,0.0,419.04,187.6,937.98,132.59,0.141,906.37,28,129.35,2130.38,35.05,118.39
4505,193.65,80.69,48.41,0.0,322.74,146.8,0.455,774.91,3,11.84,2421.36,2.32,1174.59
4506,331.27,0.0,420.66,187.98,939.91,138.85,0.148,999.97,28,129.51,2420.7,30.79,311.18
4507,222.74,94.3,98.36,12.73,428.13,174.23,0.407,718.97,14,45.948,2525.15,4.95,1198.86
4508,251.84,83.62,166.27,55.75,557.47,158.89,0.285,737.74,28,79.418,2592.25,10.67,1127.49
4509,196.4,81.84,49.1,0.0,327.34,160.0,0.489,705.88,3,13.181,2398.45,2.28,1202.95
4510,340.04,1.82,337.12,168.38,847.36,137.1,0.162,830.33,28,119.57,2558.86,21.31,722.76
4511,230.35,90.92,115.17,24.25,460.69,172.19,0.374,716.02,14,51.318,2509.43,4.93,1155.61
4512,254.42,79.96,142.52,52.35,529.25,159.44,0.301,746.32,28,69.64,2586.16,9.46,1141.69
4513,196.04,81.68,49.01,0.0,326.73,158.69,0.486,747.05,3,19.097,2403.15,2.45,1168.23
4514,201.79,84.08,50.45,0.0,336.32,151.69,0.451,709.77,7,20.198,2397.44,2.8,1196.86
4515,299.18,40.68,235.33,114.83,690.02,117.69,0.171,846.24,14,94.823,2587.82,18.99,914.88
