Serial No,Cement_kg_m3,Fly_Ash_kg_m3,GGBS_kg_m3,metakolin_kg_m3,TCM,Water_kg_m3,water/TCM,Sand_kg_m3,AGE,Compressive_Strength_MPa,admixture,Coarse aggregate,SCMContent,Binder,WBRatio,AggregateToBinder,AdmixtureToBinder
3973,202.24,84.27,50.56,0.0,337.06,143.82,0.427,735.71,3,22.423,2.57,1235.76,134.82999999999998,337.07,0.42667695137508527,5.848844453674311,0.007624529029578425
3974,336.78,0.0,488.03,206.2,1031.0,135.49,0.131,1010.46,7,94.628,33.21,0.0,694.23,1031.01,0.13141482623834883,0.9800680885733407,0.03221113277271802
3975,250.01,81.36,166.67,57.54,555.57,170.76,0.307,793.2,14,81.608,9.31,1088.21,305.57,555.5799999999999,0.3073544764030383,3.38638899888405,0.016757262680442062
3976,223.35,98.22,89.46,6.05,417.08,157.87,0.379,756.77,28,42.9,4.33,1199.45,193.73000000000002,417.08000000000004,0.37851251558454013,4.690275246955021,0.01038170135225856
3977,194.33,80.97,48.58,0.0,323.89,160.21,0.495,739.65,3,16.265,1.85,1194.98,129.55,323.88,0.4946585154995678,5.973292577497839,0.005711992095837965
3978,199.61,83.17,49.9,0.0,332.69,155.53,0.467,740.79,7,23.314,2.63,1191.65,133.07,332.68,0.4675063123722496,5.808705061921366,0.007905494769748707
3979,243.13,90.71,121.57,30.86,486.27,183.78,0.378,729.93,14,54.4,6.32,1188.5,243.14,486.27,0.3779381824912086,3.945195056244473,0.012996894729265636
3980,350.12,0.0,450.16,200.07,1000.35,152.75,0.153,1059.82,28,137.12,32.38,0.0,650.23,1000.35,0.15269655620532813,1.059449192782526,0.032368670965162195
3981,202.68,84.45,50.67,0.0,337.79,157.21,0.465,782.92,3,20.253,3.15,1245.14,135.12,337.8,0.4653937240970989,6.003730017761989,0.009325044404973356
3982,221.86,99.04,85.19,3.31,409.41,161.66,0.395,712.93,7,41.618,3.57,1233.94,187.54000000000002,409.40000000000003,0.3948705422569614,4.755422569614069,0.008720078163165607
3983,258.73,83.19,142.46,50.54,534.91,169.45,0.317,712.97,14,67.349,9.46,1158.84,276.19,534.9200000000001,0.3167763403873476,3.4992335302475133,0.017684887459807074
3984,274.41,53.9,192.78,95.62,616.71,133.27,0.216,839.59,28,102.52,14.08,959.55,342.3,616.71,0.21609832822558414,2.9173193235069963,0.022830828103971072
3985,319.21,18.08,290.29,143.34,770.92,148.78,0.193,833.75,28,115.31,21.38,614.46,451.71000000000004,770.9200000000001,0.19299019353499713,1.8785477092305296,0.027733098116536084
3986,221.48,97.74,71.75,0.0,390.97,175.41,0.449,798.05,7,36.704,2.35,1249.62,169.49,390.97,0.4486533493618436,5.2374095199120125,0.00601069135739315
3987,251.49,84.15,134.15,44.4,514.19,162.44,0.316,701.31,14,64.732,9.02,1117.95,262.7,514.19,0.31591435072638513,3.5381084813006862,0.01754215367860129
3988,244.16,90.35,122.08,31.72,488.32,183.96,0.377,685.29,28,57.484,4.92,1164.32,244.15,488.31,0.3767278982613504,3.787778255616309,0.010075566750629723
3989,190.82,79.51,47.7,0.0,318.03,140.08,0.44,790.21,3,10.127,2.61,1218.84,127.21000000000001,318.03,0.44046159167374155,6.3171713360374815,0.008206772945948496
3990,203.49,84.79,50.87,0.0,339.14,160.63,0.474,757.63,7,20.791,2.6,1198.43,135.66,339.15,0.473625239569512,5.767536488279522,0.007666224384490639
3991,219.68,96.77,70.63,0.0,387.08,171.21,0.442,778.64,14,36.495,3.32,1169.1,167.39999999999998,387.08,0.4423116668388964,5.031879714787641,0.008577038338327994
3992,224.81,93.74,102.87,15.49,436.9,166.2,0.38,747.74,28,47.09,4.27,1249.72,212.10000000000002,436.91,0.3803987091162939,4.57178824014099,0.009773179831086493
3993,189.33,78.89,47.33,0.0,315.55,136.14,0.431,739.84,3,12.335,1.81,1232.16,126.22,315.55,0.4314371731896688,6.249405799397876,0.005736016479163365
3994,220.1,96.59,69.66,0.0,386.35,170.84,0.442,732.29,7,31.681,3.46,1158.82,166.25,386.35,0.4421897243432121,4.89481040507312,0.008955610198006989
3995,255.83,82.37,156.03,54.91,549.14,144.69,0.263,761.92,14,74.709,10.58,1083.97,293.31,549.14,0.2634847215646283,3.3614196743999707,0.019266489419820083
3996,336.09,0.0,432.11,192.05,960.25,141.73,0.148,1066.06,28,135.46,38.01,0.0,624.1600000000001,960.25,0.1475969799531372,1.1101900546732621,0.039583441812028115
3997,204.16,85.07,51.04,0.0,340.27,147.17,0.433,733.09,3,19.594,2.0,1222.21,136.10999999999999,340.27,0.4325094777676551,5.746319099538603,0.005877685367502278
3998,338.47,0.0,414.11,188.14,940.72,151.31,0.161,958.1,28,128.04,31.84,114.65,602.25,940.72,0.16084488476911302,1.1403499447231906,0.033846415511523086
3999,248.95,79.2,147.05,52.8,528.0,160.54,0.304,774.1,14,71.927,9.48,1104.56,279.05,528.0,0.30405303030303027,3.5580681818181814,0.017954545454545456
4000,333.74,6.47,323.38,161.04,824.63,160.59,0.195,850.77,28,118.43,24.26,624.73,490.89,824.63,0.19474188423899202,1.7892873167359906,0.0294192546960455
4001,299.84,40.01,236.9,115.53,692.29,128.02,0.185,762.65,3,48.22,19.87,961.03,392.44000000000005,692.28,0.1849251747847692,2.489859594383775,0.028702259201479174
4002,221.15,98.99,75.83,0.0,395.97,178.11,0.45,776.91,7,37.708,3.32,1185.03,174.82,395.97,0.44980680354572317,4.954769300704599,0.008384473571230143
4003,254.33,79.7,144.19,53.14,531.36,150.01,0.282,754.23,14,69.093,9.89,1121.29,277.03,531.36,0.2823133092442035,3.5296597410418546,0.018612616681722375
4004,218.64,96.51,86.7,5.27,407.12,171.06,0.42,709.18,28,42.59,3.34,1200.75,188.48000000000002,407.12,0.4201709569660051,4.691319512674395,0.008203969345647474
4005,187.62,78.17,46.9,0.0,312.69,143.7,0.46,750.98,3,9.133,2.28,1186.8,125.07,312.69,0.45956058716300485,6.197128146087179,0.0072915667274297226
4006,334.97,0.0,374.62,177.4,886.98,148.72,0.168,990.41,7,87.987,26.87,73.91,552.02,886.99,0.16766818115198592,1.199923336227015,0.030293464413353025
4007,340.48,0.0,342.01,170.62,853.12,159.23,0.187,987.64,14,106.585,25.42,49.94,512.63,853.11,0.1866465051400171,1.2162323733164537,0.029796860897187936
4008,330.38,0.0,380.31,177.67,888.37,144.77,0.163,944.33,28,125.62,27.88,147.61,557.98,888.36,0.16296321311180154,1.2291638524922328,0.031383673285604936
4009,194.59,81.08,48.65,0.0,324.32,151.54,0.467,732.75,3,16.694,2.91,1194.41,129.73,324.32,0.4672545633941786,5.942155895411939,0.008972619634928467
4010,218.88,98.77,77.43,0.0,395.09,167.03,0.423,702.72,7,39.197,3.6,1221.01,176.2,395.08,0.4227751341500456,4.869216361243293,0.009112078566366305
4011,290.72,45.75,220.03,107.95,664.45,142.07,0.214,766.29,14,92.697,17.07,922.06,373.72999999999996,664.45,0.21381593799382945,2.540973737677778,0.025690420648656783
4012,352.61,0.0,477.98,207.65,1038.23,145.93,0.141,1028.27,28,144.15,36.55,0.0,685.63,1038.24,0.14055517028818001,0.9903972106642009,0.03520380644167052
4013,287.01,46.6,215.22,105.72,654.55,121.39,0.185,812.33,28,105.76,15.85,944.0,367.53999999999996,654.55,0.18545565655794058,2.6832633106714536,0.024215109617294325
4014,210.27,89.14,57.15,0.0,356.57,149.62,0.42,707.89,7,32.058,2.94,1152.44,146.29,356.56,0.419620821180166,5.217438860219879,0.00824545658514696
4015,251.35,82.81,135.78,46.24,516.17,152.75,0.296,738.65,14,64.11,7.08,1157.3,264.83,516.18,0.2959239025146267,3.6730404122592892,0.013716145530628852
4016,265.29,63.62,176.86,83.76,589.54,135.92,0.231,811.95,28,97.36,14.3,989.92,324.24,589.53,0.23055654504435735,3.0564517496989128,0.02425661119875155
4017,188.39,78.49,47.1,0.0,313.98,145.47,0.463,797.55,3,9.651,2.12,1163.85,125.59,313.98,0.4633097649531817,6.246894706669214,0.006752022421810306
4018,214.3,95.29,71.56,0.0,381.15,158.96,0.417,715.23,7,35.207,2.77,1154.49,166.85000000000002,381.15000000000003,0.4170536534172898,4.905470287288469,0.0072674799947527215
4019,222.45,93.28,100.47,14.36,430.56,156.39,0.363,692.37,14,46.183,5.47,1214.57,208.11,430.56,0.36322463768115937,4.428976217019695,0.012704384986993682
4020,251.41,81.76,167.61,57.92,558.7,171.5,0.307,797.75,28,81.834,9.54,1017.88,307.29,558.7,0.30696259173080365,3.2497404689457667,0.017075353499194555
4021,338.7,0.0,435.47,193.54,967.7,145.37,0.15,1097.23,3,52.611,31.35,0.0,629.01,967.71,0.15022062394725694,1.133841750111087,0.03239606907027932
4022,214.96,93.6,65.84,0.0,374.39,165.01,0.441,724.23,7,35.169,2.72,1239.08,159.44,374.4,0.4407318376068376,5.243883547008547,0.007264957264957266
4023,239.92,90.81,119.96,29.15,479.84,179.88,0.375,691.59,14,53.437,5.8,1171.75,239.92,479.84,0.37487495831943984,3.8832527509169728,0.012087362454151384
4024,257.13,77.32,171.42,65.53,571.41,142.4,0.249,720.08,28,87.34,11.77,1080.43,314.27,571.4,0.24921246062303118,3.1510500525026255,0.020598529926496325
4025,273.8,59.65,184.19,91.96,609.6,147.75,0.242,804.88,3,49.987,15.28,926.93,335.8,609.6,0.24237204724409447,2.8408956692913385,0.025065616797900262
4026,348.96,0.0,448.66,199.4,997.02,159.51,0.16,1052.36,7,99.477,35.79,0.0,648.0600000000001,997.02,0.15998676054642835,1.0555054061102083,0.035896972979478844
4027,229.75,89.2,114.87,25.67,459.49,170.34,0.371,726.59,14,52.938,4.62,1194.76,229.74,459.49,0.3707153583320638,4.181483819016735,0.010054625780756925
4028,250.67,85.18,131.99,42.37,510.21,170.93,0.335,736.9,28,64.35,7.27,1159.3,259.54,510.21000000000004,0.3350189137806001,3.7165088884968926,0.014249034711197348
4029,343.54,0.0,385.36,182.23,911.14,154.46,0.17,955.19,28,124.59,26.81,316.2,567.59,911.1300000000001,0.16952575373437379,1.395399119774346,0.02942499972561544
4030,257.82,81.83,143.37,51.9,534.92,149.14,0.279,702.51,7,69.008,8.68,1140.99,277.09999999999997,534.92,0.27880804606296267,3.4463097285575417,0.016226725491662305
4031,284.04,47.89,210.53,103.59,646.05,129.79,0.201,771.91,14,105.174,17.02,992.61,362.01,646.05,0.20089776333101153,2.7312437117870134,0.02634471016175219
4032,343.85,0.0,455.81,199.91,999.57,148.97,0.149,1099.82,28,142.4,31.16,0.0,655.72,999.57,0.14903408465640225,1.1002931260441988,0.031173404563962503
4033,322.72,17.37,294.93,145.73,780.75,131.03,0.168,888.56,28,115.55,21.9,726.55,458.03,780.75,0.16782580851745116,2.0686647454370797,0.028049951969260325
4034,219.63,96.11,68.69,0.0,384.43,165.25,0.43,744.47,7,35.735,2.32,1243.16,164.8,384.43,0.42985719116614207,5.17033009910777,0.006034908826054158
4035,243.92,88.52,121.96,33.44,487.83,170.61,0.35,732.16,14,59.277,6.57,1166.9,243.92,487.84,0.34972531977697613,3.8927927189242375,0.013467530337815678
4036,251.95,79.55,167.97,60.42,559.9,143.29,0.256,734.86,28,83.96,9.84,1032.82,307.94,559.89,0.25592527103538193,3.157191591205415,0.017574880780153245
4037,192.72,80.3,48.18,0.0,321.19,162.04,0.505,708.27,3,10.266,2.12,1209.11,128.48,321.2,0.5044831880448318,5.969427148194272,0.0066002490660024915
4038,207.45,86.44,51.86,0.0,345.75,151.23,0.437,745.48,7,24.619,3.3,1227.51,138.3,345.75,0.43739696312364423,5.706406362979031,0.009544468546637744
4039,218.72,95.12,90.29,7.89,412.01,156.47,0.38,714.81,14,43.829,4.12,1172.59,193.3,412.02,0.3797631182952284,4.580845590019901,0.00999951458667055
4040,254.39,86.98,133.24,42.23,516.84,175.59,0.34,725.76,28,63.9,7.44,1106.92,262.45000000000005,516.84,0.3397376364058509,3.5459329773237362,0.014395170652426282
4041,203.88,84.95,50.97,0.0,339.8,157.61,0.464,757.2,3,20.64,2.98,1225.36,135.92000000000002,339.8,0.4638316656856975,5.834490876986462,0.008769864626250736
4042,220.7,93.09,98.33,13.26,425.38,166.93,0.392,687.09,7,43.898,3.92,1181.99,204.68,425.38,0.3924255959377498,4.393906624665005,0.009215289858479477
4043,252.38,82.93,136.63,46.74,518.68,159.85,0.308,736.31,14,65.335,9.51,1155.47,266.3,518.6800000000001,0.30818616488008016,3.6472969846533503,0.018335004241536206
4044,295.54,40.99,231.35,112.97,680.85,120.34,0.177,820.03,28,107.96,16.53,999.83,385.30999999999995,680.8499999999999,0.17674965117132999,2.67292355144305,0.024278475435117873
4045,189.76,79.07,47.44,0.0,316.27,146.03,0.462,768.94,3,10.665,2.65,1209.83,126.50999999999999,316.27,0.461725740664622,6.256584563822051,0.00837891674834793
4046,203.11,84.63,50.78,0.0,338.52,138.04,0.408,737.08,7,25.372,2.1,1224.58,135.41,338.52,0.4077750206782465,5.794812714167553,0.00620347394540943
4047,276.82,53.48,195.71,96.98,622.99,122.62,0.197,829.7,14,90.391,15.23,979.84,346.17,622.99,0.19682498916515515,2.9046052103565065,0.024446620330984447
4048,230.37,89.43,115.19,25.76,460.75,168.87,0.367,736.66,28,52.95,5.82,1159.31,230.38,460.75,0.3665111231687466,4.114964731416169,0.012631578947368423
4049,192.85,80.35,48.21,0.0,321.42,145.99,0.454,768.62,3,10.799,1.93,1215.25,128.56,321.40999999999997,0.4542173547804985,6.172396627360692,0.006004791387946859
4050,204.99,85.41,51.25,0.0,341.65,150.47,0.44,750.77,7,21.375,2.08,1190.7,136.66,341.65,0.44042148397482805,5.682628420898581,0.00608810185862725
4051,219.25,95.32,90.59,7.96,413.11,165.6,0.401,720.55,14,42.979,3.46,1172.72,193.87,413.12,0.400852052672347,4.582857281177382,0.008375290472501936
4052,250.8,89.14,126.91,36.76,503.62,165.52,0.329,724.17,28,61.0,7.54,1155.16,252.81,503.61,0.3286670240860984,3.731717003236631,0.014971902861341117
4053,201.72,84.05,50.43,0.0,336.2,162.43,0.483,758.4,3,16.305,2.03,1164.62,134.48,336.2,0.4831350386674599,5.719869125520524,0.006038072575847709
4054,220.29,98.58,75.43,0.0,394.3,163.58,0.415,724.26,7,38.262,3.13,1203.49,174.01,394.29999999999995,0.41486178037027654,4.889043875221913,0.007938118184123764
4055,255.66,87.04,134.41,42.98,520.09,174.64,0.336,743.47,14,63.893,7.46,1137.66,264.43,520.09,0.33578803668595814,3.61693168490069,0.01434367128766175
4056,253.72,75.97,169.15,64.99,563.83,149.51,0.265,750.45,28,87.63,10.82,1060.11,310.11,563.83,0.2651685791816682,3.21118067502616,0.019190181437667382
4057,196.09,81.7,49.02,0.0,326.82,150.7,0.461,717.05,3,19.078,2.41,1235.21,130.72,326.81,0.46112420060585657,5.973685015758392,0.007374315351427435
4058,224.91,95.59,98.39,12.18,431.06,173.76,0.403,739.77,7,44.157,4.89,1170.29,206.16000000000003,431.07000000000005,0.4030899853852042,4.43097408773517,0.01134386526550212
4059,254.53,80.29,146.92,53.53,535.28,152.93,0.286,721.11,14,71.493,9.89,1145.36,280.74,535.27,0.28570627907411217,3.486969193117492,0.018476656640573918
4060,265.81,69.74,177.21,77.94,590.7,143.09,0.242,814.63,28,93.98,12.58,959.6,324.89,590.7,0.24223802268495004,3.0036058913153885,0.021296766548163194
4061,207.81,86.59,51.95,0.0,346.35,148.5,0.429,783.56,3,28.558,2.69,1188.06,138.54000000000002,346.35,0.42875703767864876,5.692565324094124,0.0077667099754583505
4062,327.17,0.0,413.98,185.29,926.44,132.12,0.143,940.91,7,80.869,28.09,287.36,599.27,926.44,0.14261042269332067,1.3257955183282242,0.03032036613272311
4063,266.74,69.64,177.82,78.55,592.74,124.59,0.21,767.86,14,90.88,13.77,1010.06,326.01,592.75,0.2101897933361451,2.999443272880641,0.02323070434415858
4064,332.71,0.0,427.77,190.12,950.6,146.1,0.154,1042.87,28,131.37,32.95,0.0,617.89,950.5999999999999,0.15369240479697036,1.097065011571639,0.03466231853566169
4065,277.62,53.96,195.84,97.07,624.48,146.97,0.235,796.43,28,102.72,14.67,907.62,346.87,624.49,0.23534404073724158,2.728706624605678,0.023491168793735688
4066,336.03,0.0,432.04,192.02,960.09,145.03,0.151,1019.94,7,96.786,31.96,0.0,624.0600000000001,960.09,0.151058754908394,1.0623379058213294,0.03328854586549178
4067,316.44,19.17,285.76,140.96,762.33,122.08,0.16,802.43,14,103.249,20.59,747.34,445.89,762.3299999999999,0.16014062151561662,2.0329384912045967,0.027009300434195166
4068,242.98,90.35,121.49,31.14,485.96,182.22,0.375,699.46,28,57.04,5.36,1174.68,242.97999999999996,485.9599999999999,0.37496913326199693,3.8565725574121337,0.011029714379784348
4069,199.21,83.0,49.8,0.0,332.01,149.89,0.451,712.65,3,17.105,2.18,1155.31,132.8,332.01,0.4514623053522484,5.626216077828981,0.006566067287129907
4070,210.67,88.18,53.88,0.0,352.72,154.63,0.438,746.78,7,28.424,3.06,1199.74,142.06,352.73,0.43838063107759473,5.5184418677175175,0.008675190655742352
4071,234.83,90.24,117.41,27.18,469.65,162.6,0.346,717.0,14,53.758,5.62,1184.6,234.82999999999998,469.65999999999997,0.34620789507303157,4.048886428480177,0.011966103138440575
4072,340.76,0.0,493.54,208.58,1042.88,151.14,0.145,1006.05,28,149.3,37.06,0.0,702.12,1042.88,0.14492559067198524,0.964684335685793,0.03553620742559067
4073,198.4,82.67,49.6,0.0,330.66,153.54,0.464,769.64,3,15.352,2.35,1239.87,132.27,330.67,0.46432999667342056,6.077085916472615,0.007106783197750022
4074,205.58,85.66,51.39,0.0,342.63,154.6,0.451,796.36,7,24.468,3.26,1165.82,137.05,342.63,0.45121559699967895,5.726819017599159,0.009514636780200215
4075,352.92,0.0,453.75,201.67,1008.33,142.22,0.141,1012.64,28,137.84,36.09,0.0,655.42,1008.3399999999999,0.14104369557887222,1.0042644346153085,0.03579149889918084
4076,350.54,0.0,462.19,203.18,1015.91,144.52,0.142,997.28,28,141.98,36.3,0.0,665.37,1015.9100000000001,0.14225669596716245,0.9816617613764997,0.035731511649654
4077,198.09,82.54,49.52,0.0,330.15,158.02,0.479,729.16,3,14.996,2.94,1182.67,132.06,330.15,0.4786309253369681,5.790792064213236,0.008905043162199
4078,205.79,85.75,51.45,0.0,342.98,144.24,0.421,776.2,7,29.075,2.59,1186.53,137.2,342.99,0.42053704189626523,5.72241173212047,0.007551240560949298
4079,226.91,88.47,113.46,24.98,453.82,169.18,0.373,749.2,14,52.105,6.64,1185.5,226.91,453.82,0.37279097439513464,4.263143977788551,0.014631351637212991
4080,296.47,39.76,233.96,114.11,684.31,128.74,0.188,782.46,28,108.38,17.89,962.27,387.83000000000004,684.3000000000001,0.18813385941838373,2.549656583369867,0.026143504310974716
4081,196.51,81.88,49.13,0.0,327.51,139.51,0.426,701.76,3,18.29,2.57,1205.27,131.01,327.52,0.42595872007816316,5.822636785539815,0.007846849047386419
4082,331.55,0.0,377.94,177.37,886.86,147.78,0.167,989.33,28,125.23,27.37,244.57,555.31,886.8599999999999,0.16663283945605847,1.3913131723158112,0.03086169181155989
4083,251.82,86.14,131.86,41.76,511.57,155.36,0.304,703.02,14,61.541,7.41,1148.55,259.76,511.58,0.3036866179287697,3.619316626920521,0.014484538097658236
4084,249.61,82.13,161.04,54.75,547.54,168.91,0.308,771.74,28,78.04,10.26,1084.25,297.91999999999996,547.53,0.308494511716253,3.3897503333150696,0.0187386992493562
4085,194.04,80.85,48.51,0.0,323.4,161.3,0.499,759.71,3,13.285,1.85,1174.77,129.35999999999999,323.4,0.49876314162028457,5.981694495980211,0.005720470006184293
4086,205.69,85.7,51.42,0.0,342.81,150.62,0.439,760.84,7,27.722,2.91,1199.15,137.12,342.81,0.43936874653598207,5.717423645751292,0.008488667191738864
4087,307.19,34.65,251.74,122.41,716.0,120.17,0.168,829.25,14,99.271,21.46,662.32,408.79999999999995,715.99,0.16783753963044176,2.0832274193773657,0.02997248564924091
4088,354.37,0.0,455.62,202.5,1012.48,148.16,0.146,1003.82,28,139.07,38.23,0.0,658.12,1012.49,0.1463323094549082,0.9914369524637281,0.03775839761380359
4089,199.92,83.3,49.98,0.0,333.19,155.98,0.468,793.84,3,20.746,2.51,1201.04,133.28,333.2,0.4681272509003601,5.987034813925571,0.007533013205282112
4090,221.65,93.26,99.33,13.73,427.96,160.5,0.375,712.48,7,46.418,5.0,1243.2,206.32,427.97,0.3750262868892679,4.569666098090988,0.011683061896861928
4091,251.71,79.72,146.89,53.15,531.48,159.82,0.301,752.63,14,71.663,10.17,1147.14,279.76,531.47,0.3007131164505992,3.5745573597757163,0.01913560502003876
4092,233.05,90.26,116.53,26.27,466.1,158.07,0.339,707.15,28,53.18,5.04,1157.98,233.06000000000003,466.11,0.3391259573920319,4.001480337259445,0.010812898242904035
4093,334.25,0.0,429.76,191.0,955.01,150.67,0.158,1066.2,28,130.48,38.11,0.0,620.76,955.01,0.15776798148710483,1.116428100229317,0.03990534130532664
4094,213.2,94.0,68.79,0.0,375.99,166.54,0.443,715.76,7,36.594,3.31,1157.1,162.79000000000002,375.99,0.4429373121625575,4.981143115508391,0.00880342562302189
4095,282.1,50.64,204.81,101.08,638.64,117.44,0.184,774.1,28,104.14,15.07,906.46,356.53,638.63,0.1838936473388347,2.6315080719665533,0.02359738815902792
4096,353.91,0.0,456.82,202.68,1013.41,152.3,0.15,951.21,28,140.31,33.22,0.0,659.5,1013.4100000000001,0.1502846824088967,0.9386230647023416,0.032780414639681864
4097,194.47,81.03,48.62,0.0,324.12,160.42,0.495,773.36,3,12.306,2.82,1243.36,129.65,324.12,0.4949401456250771,6.222139948167345,0.00870048130322103
4098,211.03,87.93,52.76,0.0,351.72,145.25,0.413,772.66,7,28.748,3.48,1186.11,140.69,351.72,0.41297054475150685,5.569117479813488,0.00989423404981235
4099,349.24,0.0,449.02,199.57,997.83,150.59,0.151,1055.75,28,138.61,36.46,0.0,648.5899999999999,997.8299999999999,0.15091749095537318,1.05804595973262,0.03653929025986391
4100,318.43,21.39,284.2,139.96,763.98,124.75,0.163,826.06,28,114.4,20.46,551.79,445.54999999999995,763.98,0.1632896149113851,1.8035157988429016,0.026780805780256028
4101,195.34,81.39,48.84,0.0,325.57,141.52,0.435,706.3,3,15.393,2.21,1244.65,130.23000000000002,325.57000000000005,0.434683785361059,5.992413305894277,0.006788094726172558
4102,209.47,88.66,56.5,0.0,354.63,155.42,0.438,760.38,7,31.866,3.16,1202.97,145.16,354.63,0.4382595945069509,5.536333643515777,0.008910695654625949
4103,228.11,90.36,114.05,23.69,456.22,172.88,0.379,739.56,14,50.428,6.27,1157.75,228.1,456.21000000000004,0.37894829135705044,4.158852282939874,0.013743670677977245
4104,344.24,0.0,443.61,196.96,984.82,138.0,0.14,967.32,28,140.18,36.4,0.0,640.57,984.8100000000001,0.14012855271575228,0.982240229079721,0.036961444339517265
4105,348.46,0.0,472.3,205.19,1025.95,154.67,0.151,1087.61,28,144.14,34.13,0.0,677.49,1025.95,0.15075783420244648,1.0601003947560796,0.03326672839807008
4106,338.57,0.0,435.3,193.47,967.33,141.55,0.146,969.57,7,84.036,31.12,0.0,628.77,967.3399999999999,0.1463291086898092,1.0023052907974446,0.03217069489527984
4107,247.24,89.83,123.62,33.79,494.47,160.08,0.324,702.46,14,57.522,5.16,1185.33,247.23999999999998,494.48,0.32373402362077336,3.817727713962142,0.01043520465944022
4108,323.54,18.02,294.7,145.55,781.81,152.3,0.195,810.24,28,115.39,22.61,712.93,458.27,781.81,0.19480436423171874,1.9482610864532306,0.028920070093756797
4109,280.76,56.25,195.71,97.18,629.91,131.53,0.209,783.82,3,42.075,13.54,921.82,349.14,629.9,0.20881092236862994,2.7077948880774727,0.02149547547229719
4110,213.66,92.44,63.66,0.0,369.77,164.02,0.444,735.48,7,32.466,3.55,1207.96,156.1,369.76,0.44358502812635225,5.2559498052791005,0.009600822154911294
4111,254.36,82.6,138.99,48.52,524.46,167.29,0.319,747.64,14,67.504,7.38,1120.97,270.11,524.47,0.31896962648006555,3.562853928728049,0.01407134821820123
4112,258.56,74.73,172.38,68.92,574.58,141.15,0.246,780.34,28,89.97,14.21,1023.88,316.03000000000003,574.59,0.24565342244034877,3.140012878748325,0.02473067752658417
4113,342.17,0.0,470.77,203.23,1016.17,151.86,0.149,1057.38,28,145.31,40.74,0.0,674.0,1016.1700000000001,0.14944349862719822,1.040554237971993,0.04009171693712666
4114,220.61,93.37,97.49,12.66,424.14,168.68,0.398,689.2,7,45.97,4.26,1207.54,203.52,424.13,0.3977082498290619,4.472072242001273,0.010044090255346238
4115,255.26,80.15,170.17,61.65,567.23,163.56,0.288,762.93,14,81.73,12.08,1027.95,311.96999999999997,567.23,0.2883486416444828,3.157237804770552,0.021296475856354566
4116,339.77,0.0,436.85,194.16,970.78,139.08,0.143,1028.29,28,134.44,33.8,0.0,631.01,970.78,0.14326623951873751,1.059241022682791,0.03481736335730031
4117,197.53,82.31,49.38,0.0,329.22,161.62,0.491,712.8,3,14.832,2.54,1249.65,131.69,329.22,0.49091792722191846,5.960907599781301,0.007715205637567583
4118,212.86,91.02,60.19,0.0,364.07,159.7,0.439,750.21,7,33.065,3.46,1202.21,151.20999999999998,364.07,0.43865190760018674,5.362759908808746,0.00950366687724888
4119,253.56,91.47,126.78,35.31,507.12,168.18,0.332,691.46,14,59.815,6.82,1154.32,253.56,507.12,0.33163748225272127,3.639730241362991,0.013448493453226061
4120,280.82,54.02,198.86,98.51,632.22,141.06,0.223,819.58,28,102.91,14.43,932.19,351.39000000000004,632.21,0.22312206387118202,2.7708672751142815,0.02282469432625235
4121,321.6,23.78,283.55,139.4,768.33,147.98,0.193,876.33,3,54.808,21.32,760.57,446.73,768.33,0.19259953405437766,2.1304647742506475,0.027748493485871956
4122,274.85,52.88,194.64,96.42,618.78,117.14,0.189,794.21,7,76.147,14.03,989.0,343.94,618.79,0.18930493382245997,2.881769259361011,0.022673281727241874
4123,337.14,0.0,433.46,192.65,963.24,143.86,0.149,1000.94,28,133.99,37.08,0.0,626.11,963.25,0.14934855956397614,1.0391279522450039,0.038494679470542435
4124,256.88,81.63,151.26,54.42,544.19,170.73,0.314,734.2,28,72.65,9.32,1144.88,287.31,544.19,0.3137323361326007,3.4529851706205554,0.017126371304140096
4125,197.45,82.27,49.36,0.0,329.09,149.08,0.453,749.27,3,20.748,2.8,1240.1,131.63,329.08,0.4530205421174183,6.045247356265953,0.00850856934484016
4126,288.35,44.51,219.44,107.57,659.88,139.96,0.212,794.33,7,77.127,15.5,917.23,371.52,659.87,0.21210238380287028,2.593783624047161,0.023489475199660537
4127,270.6,58.24,183.03,91.31,603.18,140.68,0.233,816.33,14,86.619,12.83,948.21,332.58000000000004,603.1800000000001,0.23323054477933616,2.925395404356908,0.021270599157797006
4128,333.09,0.0,428.25,190.34,951.68,147.29,0.155,1056.44,28,133.3,37.7,0.0,618.59,951.6800000000001,0.15476840954942836,1.1100790181573639,0.03961415601882986
4129,197.87,82.45,49.47,0.0,329.78,141.37,0.429,713.59,3,19.534,2.4,1181.98,131.92000000000002,329.79,0.42866672731131933,5.747809211922739,0.007277358318930228
4130,342.94,0.0,352.85,173.95,869.73,148.39,0.171,997.22,7,85.353,26.6,239.63,526.8,869.74,0.17061420654448453,1.422091659576425,0.03058385264561823
4131,335.74,0.0,371.36,176.78,883.88,141.12,0.16,932.65,28,124.03,25.91,269.19,548.14,883.88,0.1596596823098158,1.3597320903290038,0.029313934018192517
4132,290.04,41.11,225.81,110.34,667.3,127.95,0.192,752.21,28,107.68,17.19,921.88,377.26,667.3,0.191742844297917,2.508751685898397,0.02576052749887607
4133,343.2,0.0,441.25,196.11,980.56,139.39,0.142,1058.63,28,139.2,37.12,0.0,637.36,980.56,0.1421534633270784,1.0796177694378724,0.03785591906665579
